Machine_age,Operator_shift,Previous_downtime,Number_of_breakdowns,Task_complexity,Material_quality,Part_rejection_rate,Equipment_usage_rate,Safety_incidents,Line_speed,Downtime_minutes
14,0,22.991683211339144,2,0,0.8942559386710489,0.08837174551043019,0.7217998506590936,1,45.02107086535272,104.88367690328232
18,1,38.02901618145686,0,0,0.9906833191522874,0.05614749098145367,0.5855512392067009,2,60.18781540088427,126.2972876766555
9,2,24.39551848510476,0,1,0.9141873843594315,0.04584252113770716,0.9366271783458363,1,61.908476269233184,53.52173658114331
2,2,48.195730466986554,4,0,0.977397582874674,0.05474505526459172,0.8524555663656681,1,24.89817634244794,89.63468589290412
15,1,21.718060187342363,3,1,0.8551395676031914,0.0700673977480448,0.542600238779831,1,46.245913288026955,131.41966211057553
7,2,32.394774617058964,1,2,0.7351193238945588,0.011148888386610763,0.8250462255699658,0,40.908752921754385,56.01187247071047
12,1,22.179823630923927,2,1,0.8584533164269051,0.0884396670812423,0.8268282382028103,1,46.081245032121345,102.98880914597062
8,2,52.226956291350746,0,1,0.738061848418928,0.05020655727802536,0.9781105868218138,0,78.49995296367321,64.19396951347395
15,0,17.62179055912884,0,0,0.8777480437529215,0.04086698677300704,0.5015104356780806,2,53.428456672000536,107.55464849063019
3,2,35.243627472529106,1,2,0.8447479181582989,0.02244210090706514,0.6239662249029037,1,94.62845379153379,39.519911747354136
14,0,22.650895855222004,2,1,0.8867726193498345,0.049551883692259796,0.9638957396876577,1,36.43087720225925,116.51776598190465
17,2,26.458923585520132,2,0,0.7030140943164495,0.054669049415594105,0.9660669576991415,0,47.41332204564361,118.37055734070452
4,0,34.53537833745176,1,0,0.7584521474966092,0.04632820250441301,0.8602932096853186,3,80.82611294311373,52.462286686167026
18,2,42.24584437626143,0,1,0.8473991295736393,0.07107940844442075,0.8828816605237699,2,59.142213398867526,142.71248856997596
8,0,46.23396562299045,3,0,0.9851510684767404,0.04788068758833035,0.5457414789648236,2,59.2325331782003,101.31228900577804
4,1,14.630520399736795,3,1,0.8150827121065475,0.0965275820061916,0.7569379173891169,1,14.800614670466516,91.57931988650402
2,1,32.67751224364462,3,1,0.8273116078160904,0.06393497660412327,0.6157914956444996,1,45.873969644661024,70.53720062700273
6,0,44.59493603383521,5,1,0.9144088267019866,0.0826730142086718,0.5906090218068086,1,34.36603591795593,127.26122612441044
10,2,13.146890612380595,2,2,0.8811378271858354,0.019842031279853095,0.9051516495616663,1,99.94016105480038,56.01962292225951
4,0,33.14383494054847,2,1,0.7896778450294999,0.04575621636513152,0.5675190683402738,1,37.751956356907925,68.12301786686125
18,2,29.97916202579816,3,0,0.8232449186702283,0.04031629313024375,0.7343258184981927,0,89.60468813144772,90.37566669497446
12,1,34.14541814379788,2,2,0.7653099396571696,0.06125341493229327,0.9692891197930165,0,70.86103615364297,90.38554080984707
2,2,22.276959746735248,2,0,0.9898064377390625,0.0875002168055283,0.5929160277826713,1,40.68247682728814,64.83590769409633
10,1,15.6438117178656,2,2,0.7391903144672078,0.017050439598580602,0.9889967118691173,0,58.918094053671126,69.78234106906439
4,2,10.86893574820975,6,2,0.8115510353699258,0.01653173182402397,0.9971439928805295,0,85.64822919542743,60.714301227473825
14,2,39.76383953462103,4,2,0.7077516916660033,0.08652859373418391,0.7778085773412015,0,89.50314682278207,145.3938845110956
16,2,41.04049136483354,1,2,0.7665338475800639,0.029156507743452173,0.585071370088579,2,24.43544875055307,142.1875144913773
15,0,33.02685348995986,6,0,0.9341413415140465,0.07018779290048324,0.6580524439704478,3,40.561582708735266,175.66528718471736
8,0,24.65851650311903,1,1,0.7603525696866638,0.05885903191247247,0.7122464163382676,1,40.170086219221446,91.03161052511459
14,1,13.769541065342544,3,0,0.7240190207586896,0.08496042353985066,0.6546621121791114,1,13.784031646835022,130.3322275795751
8,1,35.63345462505024,1,1,0.842335953953357,0.02125800188527632,0.6403177899382579,2,63.84139838667069,76.68765776130111
16,0,18.99220717163315,3,0,0.7029907704203555,0.021680466915035015,0.9861148546081788,2,86.93380476929691,97.90001691316694
13,1,22.887013752394623,4,2,0.7254298463278999,0.06011365242504769,0.5766824137078728,0,44.3416949042966,124.74331908183203
18,0,24.134359204372814,3,2,0.9422877608688925,0.09517407880225338,0.8666639543584311,2,76.60323504857593,157.57284071242518
15,2,28.024647743030318,3,1,0.9314420034578819,0.04734979825336789,0.5002051447195874,1,66.4930372240666,106.07101671331465
13,1,22.409595527913517,2,1,0.9745416461214689,0.03942478902292255,0.7980913347011884,0,43.80838619437007,84.39958302940613
9,1,30.334587709923024,4,0,0.9563546307732249,0.06460203908780973,0.9579715019770262,0,22.695381954306736,99.02190808836806
15,0,23.781816994936086,4,1,0.9049526689719454,0.0937403740490528,0.6439670470466095,0,73.83914674983706,112.46640949196258
13,1,37.013730648392226,1,0,0.7156998571901988,0.08532350495601614,0.5927629876288596,1,86.91086520471164,75.45585724258163
1,1,40.31062913988053,2,1,0.9348545853959973,0.09959352496598979,0.8258398974392135,2,71.72690431613427,81.73285816376058
7,2,31.085426760284385,2,1,0.953653243252168,0.012031172488213938,0.8563007036491965,0,11.609063563133626,86.40562270442973
9,1,34.62626335381103,2,1,0.9397246437315863,0.020157233024148603,0.8440152594759907,0,29.460960495189212,76.32785065413198
1,2,51.1785594962589,2,2,0.8525437105924079,0.06485209870299599,0.6596584400106871,1,16.253198639517873,91.84887420970102
12,0,18.27396743138684,2,2,0.7698705515948445,0.08385187954004648,0.6261012010796654,0,61.334748961860406,82.96935244615284
8,1,17.665318987198944,4,0,0.953598992706618,0.035671990807608994,0.9779593999810221,2,78.08299109563711,76.19376761911317
11,2,36.949979007768746,1,1,0.9181488429220415,0.03152899792307969,0.9616497541349647,1,19.95212683617935,103.78564636502978
19,0,49.46542837514765,1,0,0.9942283523166555,0.08082782194430808,0.7286583049464102,2,85.45040385340467,131.25470087876948
17,1,27.39501438061277,1,1,0.7467077793267798,0.015074366846790843,0.9230969330771868,1,59.995808055593486,123.51228443120482
8,0,47.268338422187604,2,2,0.7676993749156165,0.043244438282432664,0.726161738817148,0,72.09721109275523,84.33644234338821
3,1,30.9643371879349,1,2,0.7635394449644508,0.055522830033309684,0.7121945090362551,1,97.42616637477816,43.936266815988034
3,0,23.191127179609182,1,1,0.937761930286401,0.06043138069152912,0.5783814737996473,0,17.531288942292758,43.44460272555985
1,0,20.093076113622967,3,1,0.7560721889350355,0.07557536411134992,0.7132030282459865,0,91.11016206800103,7.045363037122687
5,2,36.294135848867874,2,2,0.7199979489469918,0.04193611510875925,0.7687084692999036,1,21.349242638866837,98.08270811109834
10,0,20.850409322173036,1,2,0.9995682419756886,0.06514159102071465,0.5112521637143432,1,45.3662925973014,89.82903642956542
7,1,30.812768427670278,1,0,0.7074451634335447,0.06268378805118607,0.7220565025877033,0,86.6294826698003,20.91713347583115
9,1,45.834650253840934,3,2,0.9505732180476597,0.059285449058837245,0.8906781091976002,3,91.56288130640814,134.22286194299636
7,2,26.932196071286295,0,1,0.8096100524651958,0.06764349638279911,0.8400230281871349,0,55.57345061906308,69.04180625287813
9,1,43.14009474643899,2,0,0.9524846379273446,0.03335042539612687,0.8175784944319675,2,63.46941744478826,105.55655381078859
8,1,17.854565102735933,3,1,0.8663861473633434,0.01761838782261661,0.9547777142186012,1,73.73326011387014,80.39148971187883
12,1,24.660908986832002,0,0,0.970489368845908,0.02073445048357691,0.509016004912615,5,84.94828016074428,106.24720537261321
2,0,15.928559737850836,3,1,0.977857895924388,0.0302124144388511,0.7785237930961171,1,20.936005258389955,66.66767996278699
1,0,30.729967559733577,2,2,0.7027294543842327,0.05501781419705068,0.8936744242048535,1,82.90623774063049,34.05069217929558
16,1,37.800781797165826,3,1,0.7226236527978365,0.08563984754914182,0.7706676913506336,1,53.31485354604551,155.3826747727989
5,2,30.75187087606186,2,0,0.7751076188712566,0.07311640078795457,0.6619477762901895,2,50.55610825973521,91.2840339020768
3,0,42.27050059970152,2,1,0.9007946249090505,0.08101365437818425,0.5681252825459889,1,48.15097767972984,72.37186401809669
12,2,22.508207593708697,3,0,0.9664816589534517,0.04158780615334823,0.9437815359080957,1,55.829042672143835,110.7902992749454
8,1,32.25342753689067,2,1,0.8379825853881888,0.046418836748369524,0.7353811961938015,1,95.05454980551431,56.29478395974203
3,1,24.725306763861436,3,2,0.8820919348822795,0.04543136973915516,0.9390575984928506,0,59.33833955129364,49.19739650883396
1,0,33.61676585423655,2,2,0.7565499558386684,0.027268586596405138,0.7929260612165842,1,95.78597844368252,30.62117056737128
3,1,35.037360462124255,0,1,0.9414900501645056,0.015509499232921484,0.8370960583075004,1,26.226111755407654,35.58959009085576
5,0,35.82395959984063,1,1,0.990198433406041,0.06318244835445042,0.902130577189225,1,75.17223809493699,50.39193369068955
15,1,19.29405661764398,3,1,0.7805796798743792,0.09902950150785275,0.8295777723000672,0,83.10155847478725,82.52609080966661
14,1,21.102538982134313,2,0,0.8484477854801639,0.025014673445523657,0.6990274203394689,0,71.12159482013757,78.41697746213796
3,0,22.95712291808811,3,1,0.7258348331519121,0.014201633790934639,0.7568166919643255,1,64.62300522038863,47.89873302079911
1,0,27.611192521334026,1,1,0.8677409969388905,0.08015785136415397,0.9015227623379399,2,60.833150297756404,44.35238226190789
5,0,30.871864042064303,2,0,0.8508350325540042,0.03273274060162518,0.6868251481864921,0,87.48374343208263,12.636332049395802
14,1,37.08089121856676,0,2,0.7433309452465232,0.08466794248176356,0.6940607283842486,0,83.94819374480501,79.96428122475527
7,1,21.519013006607683,1,1,0.8326198639354225,0.07335430003310639,0.5478450580290006,0,21.005984906253957,70.99603825202814
9,2,13.989807022982475,1,1,0.8002313956259689,0.09511061833457242,0.9572922176108738,0,86.37288913277904,52.158624334654164
15,0,51.5574316320679,0,2,0.8565492625915567,0.046803451218100485,0.5455181574727208,0,47.26617574963982,96.15132820962053
15,1,18.6854697934757,4,2,0.8756963006286398,0.06957728555055707,0.8241045887242779,1,32.83271469962297,140.0659895660256
10,1,38.363237229955516,6,0,0.7025486735821628,0.051836930273194366,0.7065972394013988,1,88.27917112125333,123.08918178474102
13,0,30.312668772486745,4,1,0.9283017948848666,0.06675298275776892,0.7028096951277212,2,48.882231967036745,134.992583203199
19,2,32.513056408063804,3,1,0.9139042875585223,0.05046390154069637,0.839775918286342,0,82.7528221159135,121.7660337125489
7,0,29.98449494164097,1,0,0.8098859158619567,0.026976902178166735,0.5335468663149394,0,33.706325076026005,46.83801688945627
17,2,26.151581180528744,4,2,0.7158807806706454,0.05571076744030429,0.7968528914757174,0,10.353638927999603,167.0644278041443
4,1,34.63972282923459,2,0,0.9264797619355151,0.05757257812936982,0.8860158929861774,0,54.591327361264995,52.07186641562698
5,2,25.614127937427043,3,2,0.9865525481434397,0.0829543463434145,0.914106378943297,1,19.020543097859584,92.52407076969911
7,1,41.663027472367894,2,0,0.7720454788066042,0.07619686352142231,0.5852651946968876,0,77.89383599724187,37.75249541239599
13,0,35.68441006256155,0,2,0.7970573841211114,0.06974124615472997,0.9487095250390869,2,34.84676224624693,120.04645186347872
15,0,35.995941132814934,2,0,0.7551438668445445,0.02020483859973153,0.8280730459237211,1,49.92810819431308,127.41065763786247
11,0,24.928769399434096,2,2,0.8730808370034518,0.07485546615973436,0.9409274004103414,0,17.833020858239884,125.28514178646168
4,2,27.636452629110043,3,2,0.7464524183942365,0.05502746407190634,0.7426403585550991,1,35.799332360252734,109.5388345937579
13,1,18.12087191357935,1,2,0.8068581830384138,0.09046895824955434,0.771016672548601,1,80.33412189327147,87.52458427615225
7,0,26.46983943274438,0,2,0.9091039041802789,0.09278838407174886,0.9595191385143356,1,23.64291207120875,63.585016529601745
19,0,19.634240836437026,1,2,0.8680347949028044,0.014964093154160692,0.9499547716773359,1,68.24436050142617,85.38658230811285
2,1,43.13068515588715,3,1,0.8159387692983806,0.0838577404319031,0.7240804366845011,0,92.5683267524051,38.325419326902065
10,0,30.505358155940062,1,2,0.8260748805422625,0.013392765138040356,0.6372063158178409,2,71.18530837819483,82.08560197746658
13,1,31.704972350404308,1,1,0.8686332647869688,0.043045266312552045,0.6965852172821321,0,82.99195203630042,78.68332557776093
6,1,27.748534726499788,2,2,0.7017594183661483,0.05880699780589713,0.6938821642648749,0,19.80744663735242,91.25042756592354
12,1,31.975789220514077,5,1,0.7235529605360829,0.02332907187644147,0.643433437491397,1,32.5658643401849,141.91397266073284
12,1,54.64877635857683,4,1,0.9643774203289035,0.07716824313121691,0.6342898021664833,2,90.5084967016532,130.7867436636206
11,1,26.998597156075085,2,0,0.7233636967273872,0.010751923375492472,0.9305314682398598,1,74.35950522562803,62.93869201606678
7,2,23.495869652900062,2,2,0.9120410788631516,0.02517391435906332,0.5349309603423309,1,67.55984437395801,68.63145938334368
1,0,35.29693132905442,5,0,0.9760114492327158,0.06227171468681282,0.8388055910497971,2,69.739006250953,84.98311040727093
1,2,4.74281366397512,1,0,0.7812050812905194,0.07429488058335632,0.5864100257282261,1,47.27804988741791,24.00019330661367
13,0,30.639567869109328,2,2,0.8111474311178543,0.09249787924245245,0.6722529466970316,2,14.01009684558879,143.81527707613617
9,2,26.28287096707099,1,0,0.8706764217534149,0.07349469867411615,0.5307715170674184,0,80.5997387863656,49.76468710468913
3,1,20.07686733963906,3,2,0.9645126908915754,0.07046013432293793,0.634986818427731,0,71.08419125938184,46.66017550721236
7,0,35.077576703115,0,0,0.982571676178126,0.045490703171559795,0.8842105355586211,1,52.552401770145224,37.59958781073602
6,0,30.53988418445793,0,2,0.9218689744333803,0.010115598297412128,0.9425076622736293,1,90.97836538314317,21.225316421996073
8,2,11.975910925057828,2,2,0.7259859282564082,0.020814333286205976,0.6107635759511836,1,40.2543698486589,85.86776026105497
9,2,23.534704788075622,1,2,0.9007462466604552,0.05810990902804353,0.7317739196294609,0,36.48895698081123,72.69945821803125
5,0,1.1172879480727538,1,1,0.8230911165617986,0.07076168972599778,0.7351620239686032,1,88.55166925714985,33.081280551960255
1,2,32.93269314133503,2,0,0.8412102998473184,0.04757034555068163,0.9367876528798671,0,81.72888892830869,21.677167145788342
19,2,32.83299418440157,1,1,0.714744517103553,0.07576111103755512,0.8813995264379026,0,56.348182958351025,119.13452006339625
10,2,22.067181061663266,2,0,0.7573186418039074,0.05696760657989609,0.7565386091840249,0,21.766126551206497,84.96808292319132
12,1,35.40112711683127,2,0,0.9371540822600943,0.016675857603488102,0.8353736002358867,2,29.35643243185472,118.55159808129766
15,1,17.175013788784774,3,0,0.8361876499143579,0.027281462587115397,0.9236775269546834,2,69.0605191367926,106.04780806498783
9,2,20.334829740650072,3,1,0.7904986724893446,0.08559984009195487,0.5047694770127724,2,44.65371140563705,108.16327649263152
17,2,34.17190464382564,1,0,0.8152057221894874,0.07524214719619955,0.7014450155250243,0,85.28258724993741,97.06600414783716
17,1,23.113332450370567,1,1,0.956319853997704,0.09052857883112456,0.9536215836385393,0,95.49595083989837,90.80371486614735
12,1,29.373430437975554,1,2,0.924699705221487,0.02058015242088429,0.8701565154219757,0,82.50732327474265,67.86618591166163
7,0,24.363509725736574,2,0,0.7816946191543248,0.09912002811535665,0.7714206871670373,1,43.979088069600145,93.01592342634832
2,0,25.89068843700816,2,0,0.7352505520637119,0.028846604255494027,0.7648222635175668,2,80.98177863082816,31.986816992041533
3,1,26.32775784045007,1,2,0.7755994664932215,0.011060188865797781,0.6738850488022189,1,41.629750612361505,66.0811674606035
17,2,22.932432427818224,1,2,0.9762269353164201,0.09976806451481988,0.7602602668207572,0,25.03900789890705,118.32838713846117
5,2,33.02449714360124,3,0,0.8744766513549266,0.03529664969006018,0.8276915997317267,1,13.005388437927166,81.98137757099981
17,2,23.720715132460505,1,2,0.8600440626234348,0.0701217507261304,0.7091815192143965,0,44.714504148491805,96.51665225670253
17,2,30.15686713795602,5,1,0.8789180799077384,0.02590140827586747,0.857076573196087,2,91.32033733275537,146.46590454830638
17,0,22.712683186255965,2,1,0.8098084797239545,0.06222056789792276,0.9306161136301929,2,31.508792898010885,143.07139962585177
2,1,14.657013736155415,3,0,0.9421321060958538,0.09136314878091034,0.5773424240924305,0,28.58618484368056,49.740618396634986
2,2,39.12435249259166,0,1,0.8569858747900749,0.03881630506855948,0.7257735114087123,1,97.28387067169363,19.52618768361112
5,0,34.99526985095408,3,1,0.7350243708306387,0.07032285784399234,0.7040100456425405,0,12.250370156553291,76.93746160962127
1,2,52.88682068797672,0,0,0.7387195374487189,0.026911322991857486,0.843732402024864,2,80.72039353543789,36.379730464000296
1,1,19.56027160001742,4,2,0.8610577439507855,0.06623158588468528,0.6249337326289647,0,38.923296016678336,55.49658121975098
19,0,27.910395126679695,1,0,0.9809710654212518,0.04028053166357592,0.8201254574761381,0,13.37391611826934,97.87922425668943
2,1,28.714925191441942,2,1,0.7925056365028595,0.029008743272915652,0.938744620865744,1,92.60222861886253,19.32295146504048
12,1,39.89369438282131,3,0,0.9608623506577655,0.038186384563327166,0.7090657998968113,2,22.567809718862527,130.0154706393695
6,0,24.928921058673915,1,0,0.9292286759736638,0.026095696165701947,0.95550784998961,3,59.660135535312584,83.7279477910763
4,0,18.289581458241457,0,1,0.774343732872072,0.09117244970540946,0.9965818694667392,3,34.6648786686593,81.9340032312114
11,0,42.07809308461002,2,1,0.7109022244948727,0.0457468197685416,0.553046024973976,1,15.867352196622193,128.7061735724546
17,0,26.83349970738772,2,0,0.7305541795427147,0.03207513744769307,0.6165265939924294,0,14.493023709704119,100.97008959018976
6,0,38.78643509726043,2,1,0.9185481801542321,0.05035670569143397,0.9751898757410467,1,20.400102895270493,104.27313800144354
5,0,37.621984007922116,0,1,0.759900921412194,0.038848255012584605,0.9791638432406934,1,16.423031250044204,82.30203553175511
2,0,29.701095260977002,3,1,0.8113812761516181,0.07699773284319934,0.5488536376933792,2,78.45023039679306,45.11506148609336
6,2,28.256862949652522,5,1,0.8505097498019274,0.0974097920696945,0.5074992501885683,0,53.70095820550863,88.2336014372181
11,1,26.084351936701957,1,1,0.9176404505350488,0.04942302910278822,0.5805500116282112,1,40.86028822140817,91.57119007169493
16,0,29.848068712300105,2,1,0.7339693669777376,0.08749300599750164,0.9980063916911242,3,47.65320191188064,169.29900354275614
16,2,38.631002261706314,2,2,0.8219099215832384,0.060927676620365766,0.5899998083053435,0,93.60520620153609,97.78458676257591
1,2,22.035598189404205,6,0,0.8455218727428087,0.024151209858481015,0.7512738033610116,1,91.96766314643325,48.51964729149833
9,2,31.088456302091203,1,1,0.8622481191914619,0.07215604678732075,0.9242088632152555,0,74.41088321103192,54.27143070506255
6,1,18.813685718011925,2,0,0.945508192418565,0.05620910474132382,0.5102008053441032,1,89.6214139679519,35.75768560254109
16,0,20.05893766957807,1,2,0.7515034585129651,0.06855458709268931,0.8022444911292297,0,38.768322482886234,117.73357838615087
3,2,29.69061002844376,1,1,0.9423494355479867,0.09007186713144985,0.6385127244348121,1,44.29983934074546,51.16763329177897
4,1,10.39841991706168,2,0,0.9078635283089956,0.049639111359044155,0.9311674582198658,2,65.23409636688052,57.92978409928108
19,1,50.60558616616052,0,1,0.8667612442596878,0.09110598608956201,0.6417305746320396,2,66.12633525675378,140.6243975108576
3,1,18.06940045089764,4,1,0.9098583611207716,0.07756021128534894,0.8433778601409545,0,53.35298542111069,48.36465344097592
19,2,29.599114873434466,2,1,0.8236053216854969,0.053974443329018636,0.8371098162236985,2,46.059206359415796,167.8552956643552
7,0,41.68217721816865,3,1,0.7415192757904373,0.06428999220921673,0.6107467744298201,3,98.75622804478256,113.10057865369298
9,2,21.370946612495015,1,1,0.8997295720796101,0.03930230192671103,0.5173995999341751,0,83.90112635059519,45.66535922554837
1,2,6.973030104552834,1,1,0.8574016920056866,0.09852375697648968,0.7046247868926987,1,49.14821780992407,19.040056946824613
8,0,25.550542398753286,3,1,0.8918124401628327,0.07006160467453565,0.6445965759829348,3,75.45632295156116,101.38560740201548
7,0,21.25179619923881,2,2,0.801399634308547,0.013946216724696692,0.9044888748068542,1,34.26055239272135,86.09820834028682
18,0,7.236264914079978,2,2,0.9720599732019508,0.03939597151732079,0.9001820942276726,0,19.01523936135969,116.33626224946961
8,1,32.84889892572199,0,1,0.8762109605726731,0.06609829903831518,0.7285119760963128,2,41.71879229974665,76.2063309337097
1,0,32.070938622329514,1,1,0.7256207452872621,0.015069995001931583,0.8032561126616095,0,46.26755201110548,24.033787279499236
11,2,41.42326454538352,2,2,0.8349411972113285,0.01214957721872285,0.8021297579934625,2,11.488341210460373,137.39449800462762
18,0,18.791776344796126,0,2,0.9269068164230903,0.05050218155750224,0.9135790742138117,2,83.33128014723064,124.18396206289285
10,2,14.008635135529872,4,2,0.9382403685196817,0.0399421161723403,0.7125012070615988,1,42.327406215026336,125.41524514566053
3,1,25.93276916953416,5,1,0.8483791158291276,0.04944687472298494,0.6377233398952545,0,62.23763492021323,68.69195148625286
7,2,29.11657340990905,0,0,0.9684242712493903,0.03364239788920047,0.6325174590702738,1,16.656686854386038,76.99511617384643
16,2,39.21349602986496,0,0,0.7803005311582892,0.024824597224868284,0.7680961396411021,0,25.74971458755256,100.64753097028618
16,0,44.10568005005159,6,0,0.8231796091714799,0.0720229021282304,0.7245741013661062,1,90.0724352794804,156.64028239719656
17,0,42.144791339073464,0,0,0.969579073170691,0.05631140046410205,0.7200603854924681,4,64.78187750945207,158.7332789828998
2,2,32.76543666892667,1,1,0.9688770149414736,0.028013879012443017,0.5455686695448536,1,95.5255645153437,19.494338755430572
1,0,37.994992535041476,0,0,0.9057138306474043,0.03876304836339985,0.8593018703450979,1,99.88750309521852,-5.586881212
16,1,23.595065652308158,3,2,0.9576941641366661,0.06326271168969934,0.6068683439909554,0,43.467410379978496,105.44973355722033
12,1,31.683951924752463,2,2,0.7266319800868698,0.016500641344523007,0.5984768151043607,1,36.892275767494716,111.62499158684176
5,0,18.087098607121938,3,0,0.9594984928623329,0.02327077083395616,0.7063791601386967,2,87.25204496431871,55.193105839815445
5,1,30.626853968868733,5,2,0.796185971965068,0.01659210436966511,0.6138891708089007,2,99.87502843337087,98.32611803518871
9,0,30.886466973980124,5,1,0.7534994537284648,0.0831085599442707,0.7919291336540077,0,66.66771108092115,106.30612467942454
9,2,47.2212860568497,2,0,0.7718109509026139,0.07771683098908083,0.6857316696672358,1,81.56266502603701,83.17570591994064
3,2,27.710171385097535,3,0,0.825390552404166,0.07779816386913314,0.724455861296395,0,80.3571272933747,18.06882638802924
19,1,30.90042837653286,6,1,0.7753576013813401,0.07446928091284252,0.7685846608020144,3,41.98057373975922,214.31328629265712
16,0,32.369614157120424,3,2,0.7961702758049497,0.07024468813028824,0.6017677612409025,1,61.684334223137846,133.94974970347377
16,0,25.451796841115467,2,1,0.7404935458214926,0.052929272384035754,0.5778758114327649,1,84.97512471377922,97.14357549594204
3,1,21.975072667883527,3,1,0.7888530296676995,0.06780503471564035,0.9402109514368024,1,71.930248863495,63.10613123360707
1,2,42.98811324847052,1,2,0.8716851443626004,0.013452539930917719,0.7168618514157106,0,11.904743258383444,74.28658298999031
11,1,20.190825570397024,1,1,0.8325561124273192,0.06593179803911062,0.7060468048162696,1,40.303510200778014,89.41980917214543
17,2,16.72081928312727,4,2,0.8040156283707733,0.08000899349831896,0.5178060751364207,0,23.002812693514482,148.77186592151966
8,0,36.8026537929548,0,2,0.9239356386571342,0.05503225243459513,0.7489881512936967,1,30.96749908702352,78.88579828493707
4,2,41.5781484202401,6,1,0.9680529914179954,0.04217619955845133,0.7770848608055001,0,91.49405297421931,77.0501988879339
6,1,25.485903423993612,2,2,0.9270367668707191,0.034968406132088126,0.7794204354773333,1,13.320396001969133,82.13389650754823
